question_id,category,difficulty,expected_risk,student_background,question_text,model_name,answer_text,answer_length,accuracy,helpfulness,clarity,actionability,risk_control,overall_score,error_type,notes,weighted_score,quality_status,needs_review,review_priority,answer_id,rater_id
Q005,phd_planning,hard,high,master_student,Is GPA more important than research for PhD applications?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.5,4.0,3.0,2.5,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q005__Overconfident_Model,R2
Q005,phd_planning,hard,high,master_student,Is GPA more important than research for PhD applications?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.5,4.0,3.5,2.0,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q005__Overconfident_Model,R3
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I clean a dataset with missing values and duplicates? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",93,5.0,4.5,4.5,5.0,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.75,pass,False,none,Q006__Balanced_GPT,R1
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I clean a dataset with missing values and duplicates? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",93,5.0,5.0,4.5,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.75,pass,False,none,Q006__Balanced_GPT,R2
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I clean a dataset with missing values and duplicates? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",93,4.5,4.5,5.0,4.5,5.0,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.75,pass,False,none,Q006__Balanced_GPT,R3
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,3.5,4.5,3.5,4.0,3.9,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.13,pass,False,none,Q006__Concise_Model,R1
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.0,4.0,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.13,pass,False,none,Q006__Concise_Model,R2
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,4.0,5.0,4.0,4.0,4.3,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.13,pass,False,none,Q006__Concise_Model,R3
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.88,review,True,P2,Q006__Overconfident_Model,R1
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.88,review,True,P2,Q006__Overconfident_Model,R2
Q006,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.5,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.88,review,True,P2,Q006__Overconfident_Model,R3
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I choose an internship or RA if I want to apply for a PhD? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.5,4.5,4.5,4.5,4.5,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.41,pass,False,none,Q007__Balanced_GPT,R1
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I choose an internship or RA if I want to apply for a PhD? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.0,4.5,4.5,3.5,4.5,4.2,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.41,pass,False,none,Q007__Balanced_GPT,R2
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I choose an internship or RA if I want to apply for a PhD? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.0,4.5,4.0,4.5,4.3,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.41,pass,False,none,Q007__Balanced_GPT,R3
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,3.5,3.5,4.5,3.0,3.5,3.6,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.54,review,True,P0,Q007__Concise_Model,R1
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,3.5,3.5,4.5,3.0,3.5,3.6,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.54,review,True,P0,Q007__Concise_Model,R2
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,3.5,4.5,3.0,3.0,3.6,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.54,review,True,P0,Q007__Concise_Model,R3
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.5,2.0,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.17,review,True,P0,Q007__Overconfident_Model,R1
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.0,3.5,4.0,3.0,2.5,3.2,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.17,review,True,P0,Q007__Overconfident_Model,R2
Q007,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.5,2.5,3.4,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.17,review,True,P0,Q007__Overconfident_Model,R3
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I know if an AI answer is hallucinated? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,4.5,4.5,4.5,4.5,4.5,4.5,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q008__Balanced_GPT,R1
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I know if an AI answer is hallucinated? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,4.5,5.0,4.5,4.5,5.0,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q008__Balanced_GPT,R2
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I know if an AI answer is hallucinated? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,5.0,4.5,5.0,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q008__Balanced_GPT,R3
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q008__Concise_Model,R1
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q008__Concise_Model,R2
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,4.0,4.5,3.5,3.5,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q008__Concise_Model,R3
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.0,3.5,3.0,3.6,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q008__Overconfident_Model,R1
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,3.5,3.0,3.7,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q008__Overconfident_Model,R2
Q008,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.5,4.0,3.0,3.9,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q008__Overconfident_Model,R3
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How should I prepare for a machine learning course? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,4.5,4.5,4.5,4.5,5.0,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.56,pass,False,none,Q009__Balanced_GPT,R1
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How should I prepare for a machine learning course? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,4.5,4.5,5.0,4.0,5.0,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.56,pass,False,none,Q009__Balanced_GPT,R2
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How should I prepare for a machine learning course? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",92,5.0,4.5,4.5,4.5,4.5,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.56,pass,False,none,Q009__Balanced_GPT,R3
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Concise_Model,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",37,4.5,4.0,4.5,3.5,4.0,4.1,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q009__Concise_Model,R1
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Concise_Model,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",37,4.5,4.0,4.5,3.5,4.0,4.1,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q009__Concise_Model,R2
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Concise_Model,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",37,4.0,3.5,4.5,3.5,4.0,3.9,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q009__Concise_Model,R3
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",44,3.5,3.5,4.0,3.5,3.0,3.5,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.58,review,True,P1,Q009__Overconfident_Model,R1
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",44,3.5,3.5,4.5,3.5,3.0,3.6,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.58,review,True,P1,Q009__Overconfident_Model,R2
Q009,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",44,4.0,3.5,4.0,4.0,2.5,3.6,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.58,review,True,P1,Q009__Overconfident_Model,R3
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Can AI replace data scientists? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",86,5.0,4.5,4.5,4.5,4.5,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.64,pass,False,none,Q010__Balanced_GPT,R1
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Can AI replace data scientists? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",86,5.0,5.0,4.5,4.5,4.5,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.64,pass,False,none,Q010__Balanced_GPT,R2
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Can AI replace data scientists? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",86,4.5,4.5,5.0,4.5,4.5,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.64,pass,False,none,Q010__Balanced_GPT,R3
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,3.5,4.5,3.5,4.0,3.9,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q010__Concise_Model,R1
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,4.0,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q010__Concise_Model,R2
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.5,4.0,4.5,3.5,4.0,4.1,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q010__Concise_Model,R3
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,4.0,4.0,4.0,4.0,2.5,3.7,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.66,review,True,P1,Q010__Overconfident_Model,R1
