question_id,category,difficulty,expected_risk,student_background,question_text,model_name,answer_text,answer_length,accuracy,helpfulness,clarity,actionability,risk_control,overall_score,error_type,notes,weighted_score,quality_status,needs_review,review_priority,answer_id,rater_id
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.66,review,True,P1,Q010__Overconfident_Model,R2
Q010,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.5,3.5,3.0,3.6,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.66,review,True,P1,Q010__Overconfident_Model,R3
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — What SQL skills are important for data science? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,5.0,4.5,5.0,4.5,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.69,pass,False,none,Q011__Balanced_GPT,R1
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — What SQL skills are important for data science? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,4.5,4.5,4.5,4.5,5.0,4.6,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.69,pass,False,none,Q011__Balanced_GPT,R2
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — What SQL skills are important for data science? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,5.0,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.69,pass,False,none,Q011__Balanced_GPT,R3
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,3.5,4.5,3.5,4.0,3.9,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q011__Concise_Model,R1
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.5,4.1,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q011__Concise_Model,R2
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,3.5,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",4.0,pass,False,none,Q011__Concise_Model,R3
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.84,review,True,P2,Q011__Overconfident_Model,R1
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,3.5,3.5,4.0,3.5,3.0,3.5,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.84,review,True,P2,Q011__Overconfident_Model,R2
Q011,data_science,easy,low,beginner,What SQL skills are important for data science?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.5,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.84,review,True,P2,Q011__Overconfident_Model,R3
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I evaluate an AI chatbot? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",89,4.5,4.5,4.5,4.5,4.5,4.5,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q012__Balanced_GPT,R1
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I evaluate an AI chatbot? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",89,4.5,5.0,4.5,4.5,5.0,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q012__Balanced_GPT,R2
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I evaluate an AI chatbot? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",89,5.0,4.5,5.0,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a medium-risk question.,4.72,pass,False,none,Q012__Balanced_GPT,R3
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q012__Concise_Model,R1
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,4.0,4.5,3.5,4.0,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q012__Concise_Model,R2
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Concise_Model,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,4.0,4.5,3.5,3.5,4.0,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.99,pass,False,none,Q012__Concise_Model,R3
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.0,3.5,3.0,3.6,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q012__Overconfident_Model,R1
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,3.5,3.0,3.7,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q012__Overconfident_Model,R2
Q012,ai_evaluation,medium,medium,beginner,How do I evaluate an AI chatbot?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.5,4.0,3.0,3.9,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for medium-risk advice.",3.74,review,True,P1,Q012__Overconfident_Model,R3
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I trust AI career advice? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",90,4.0,4.0,4.5,4.0,4.5,4.2,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.33,pass,False,none,Q013__Balanced_GPT,R1
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I trust AI career advice? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",90,4.0,4.5,5.0,4.0,5.0,4.5,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.33,pass,False,none,Q013__Balanced_GPT,R2
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I trust AI career advice? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",90,4.5,4.5,4.5,4.0,4.0,4.3,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.33,pass,False,none,Q013__Balanced_GPT,R3
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,3.5,4.5,3.0,3.5,3.7,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.64,review,True,P0,Q013__Concise_Model,R1
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,4.0,4.5,3.0,3.5,3.8,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.64,review,True,P0,Q013__Concise_Model,R2
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Concise_Model,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",35,4.0,3.5,4.5,3.0,3.5,3.7,missing_steps,"Concise_Model is directionally useful but should add concrete steps, examples, or a short checklist.",3.64,review,True,P0,Q013__Concise_Model,R3
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.0,2.5,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R1
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.5,3.0,2.5,3.4,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R2
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.5,2.0,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,5.0,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,4.5,4.5,5.0,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,4.5,5.0,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,4.0,4.5,4.0,4.0,4.2,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,3.5,4.5,3.5,4.0,3.9,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,3.5,4.5,3.5,4.0,4.0,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.5,4.0,3.5,3.9,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.5,4.5,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.5,4.5,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.0,5.0,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.5,4.0,3.5,2.5,3.4,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,4.0,4.0,3.5,2.5,3.5,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.0,4.5,3.0,2.5,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R3
